Source,IMD,,,,,,,,,,,,,,
State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Jammu and Kashmir,Kupwara,2010,26.4,193.3,79.7,178.5,249.9,58.3,223.6,142.3,15.9,29,1.3,17.6,1215.8
Jammu and Kashmir,Ladakh (Leh),2004,0.4,0,0.3,0.5,0,1.3,0,2.4,0,1.1,1.5,0,7.5
Jammu and Kashmir,Ladakh (Leh),2005,4.3,3.5,0.5,5.4,0.1,0.2,4.7,0,0,0,0,0,18.7
Jammu and Kashmir,Ladakh (Leh),2006,14.2,0,0,3,0.4,104.9,94.2,151.5,134.7,43.9,146.8,157.6,851.2
Jammu and Kashmir,Ladakh (Leh),2007,0,1,0,0,0.5,0.6,9.5,0.2,0.5,0,0,0,12.3
Jammu and Kashmir,Ladakh (Leh),2008,2.5,1.4,0,2.3,2.1,0,7,12.4,5.1,0,0,0,32.8
Jammu and Kashmir,Ladakh (Leh),2009,10.1,0,0.3,0,3.2,0.2,1.9,0.5,1.9,0,5.8,4.6,28.5
Jammu and Kashmir,Ladakh (Leh),2010,0.9,6.3,0.9,9.7,16.4,4.2,3.4,9.6,1,0.4,0,7.1,59.9
Jammu and Kashmir,North Baramula,2004,163.1,82.6,27.7,206.8,152,96.6,57.7,51.6,22.2,89.4,46,60.4,1056.1
Jammu and Kashmir,North Baramula,2005,140.7,262.6,218.1,105.9,206.8,22,108.5,25,52.9,45.2,56.1,1.7,1245.5
Jammu and Kashmir,North Baramula,2006,361.9,179.5,124,101.8,58.9,69.8,154.6,158.6,251.8,52.7,83.5,205,1802.1
Jammu and Kashmir,North Baramula,2007,32.6,197.8,245.9,43.9,115.7,108.5,58.9,50,18.7,0,0,48.6,920.6
Jammu and Kashmir,North Baramula,2008,277.5,146.6,12.4,128,91.2,97.2,56.1,82.4,50,62.4,49,150.4,1203.2
Jammu and Kashmir,North Baramula,2009,125.6,148.9,75.9,121.6,108,126.1,71.6,17.4,48.8,7.4,50.8,31,933.1
Jammu and Kashmir,North Baramula,2010,32,239.5,61.9,147.8,311.9,129.3,200.6,121.8,32.2,25.2,0.8,29.2,1332.2
Jammu and Kashmir,Pulwama,2004,54.5,48.3,4.8,128.1,88.7,60.3,31.6,48.2,4,55.8,13.8,13,551.1
Jammu and Kashmir,Pulwama,2005,130.2,211.6,122.4,51,28.6,9.1,58.1,15.3,18.6,10.4,11.5,0,666.8
Jammu and Kashmir,Pulwama,2006,100.6,51.1,51.7,43.6,10.7,21.4,109,93.8,78,20.4,53,68.2,701.5
Jammu and Kashmir,Pulwama,2007,17,15.8,141.4,0.8,45.4,64.6,65.5,81.4,19.9,0,0,8.3,460.1
Jammu and Kashmir,Pulwama,2008,33.9,102.3,2,43.8,33.2,28.9,49,65.7,29.8,17.6,28.6,32.4,467.2
Jammu and Kashmir,Pulwama,2009,105,79.6,19,58.2,51.7,44.7,66.5,31.3,16.9,4.4,28,16.6,521.9
Jammu and Kashmir,Pulwama,2010,26.1,54.7,46.6,98.2,186,36.2,71.7,148.8,30.9,44.7,3.2,32.6,779.7
Jammu and Kashmir,Srinagar,2004,102.2,35.2,6.9,148.4,74,34,64.8,32,6.6,59.7,29.9,17.1,610.8
Jammu and Kashmir,Srinagar,2005,90.1,197.8,102.6,43.8,69.5,9.6,95,28.1,23.4,20.6,13.9,0.3,694.7
Jammu and Kashmir,Srinagar,2006,141.2,56.7,49.9,52.7,30.1,41.4,90.6,141.7,100.9,16.1,77.9,70,869.2
Jammu and Kashmir,Srinagar,2007,9.4,48.9,164.4,2.8,52.3,54.3,46.9,46,15.9,0,0,13.1,454
Jammu and Kashmir,Srinagar,2008,89.1,99.8,8,85.7,53.8,35.6,47.7,71.6,31.7,31.8,60.6,53.7,669.1
Jammu and Kashmir,Srinagar,2009,88.3,94.4,39.6,81.5,47.5,53.3,32.8,17.4,21.2,4.9,45.1,16.5,542.5
Jammu and Kashmir,Srinagar,2010,22.6,85.1,50.8,118.1,178.3,41.4,63.6,139.2,15,42.7,0.8,46.5,804.1
Jammu and Kashmir,Udhampur,2004,297.4,48.7,0,66.8,54.4,114.1,296.3,288.4,89.4,109.5,14.3,33.9,1413.2
Jammu and Kashmir,Udhampur,2005,134,330.8,155.2,24.6,31.6,35.6,550.6,333.7,121.3,3.4,0,0,1720.8
Jammu and Kashmir,Udhampur,2006,159.2,30.5,144.1,24.7,74.3,101,436.4,524.5,370.3,51.5,30.5,105.6,2052.6
Jammu and Kashmir,Udhampur,2007,1,136,338.2,1.4,85.3,286.8,158,552.9,84.2,0.3,4.2,21.7,1670
Jammu and Kashmir,Udhampur,2008,118.3,54.4,4.4,67.7,28.8,368.9,426.4,495.3,60.6,32.2,1.2,31.2,1689.4
Jammu and Kashmir,Udhampur,2009,77.7,53.7,25.1,49,31.8,34.9,284,277.5,73.1,11.1,8.9,0.8,927.6
Jammu and Kashmir,Udhampur,2010,26.7,72.4,7,45.4,87.1,112.4,383.6,324.4,214.6,24.4,6.4,67.2,1371.6
Jharkhand,Bokaro,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Bokaro,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Bokaro,2006,N.A.,N.A.,N.A.,N.A.,N.A.,23.5,308.7,236.2,370.5,7.9,N.A.,N.A.,N.A.
Jharkhand,Bokaro,2007,N.A.,N.A.,N.A.,15.3,48.8,9.3,420.2,325.4,272.2,9.8,N.A.,N.A.,N.A.
Jharkhand,Bokaro,2008,N.A.,N.A.,N.A.,N.A.,N.A.,258.6,433.7,256.9,235.6,24.2,N.A.,N.A.,N.A.
Jharkhand,Bokaro,2009,N.A.,N.A.,N.A.,N.A.,N.A.,79.9,210.4,320.6,335,57,17.7,0,N.A.
Jharkhand,Bokaro,2010,0.6,24.8,0,18.2,73,58.2,304.5,245.2,263.4,77.8,3.4,27,1096.1
Jharkhand,Dhanbad,2004,9,0,4.1,78.3,71.3,212.2,193.3,272.8,193.6,38.9,N.A.,N.A.,N.A.
Jharkhand,Dhanbad,2005,N.A.,N.A.,N.A.,N.A.,N.A.,3.5,392.7,86.8,111.1,11.9,0,N.A.,N.A.
Jharkhand,Dhanbad,2006,N.A.,N.A.,N.A.,N.A.,N.A.,35.8,283.5,233.3,263.8,10,N.A.,0,N.A.
Jharkhand,Dhanbad,2007,N.A.,N.A.,N.A.,9.9,52.3,63.7,621,474.4,329.3,26,N.A.,N.A.,N.A.
Jharkhand,Dhanbad,2008,N.A.,N.A.,0,N.A.,N.A.,165.9,442.1,195.3,174.5,39.7,N.A.,N.A.,N.A.
Jharkhand,Dhanbad,2009,N.A.,N.A.,N.A.,N.A.,N.A.,81.8,257.2,284.1,272.9,102.1,1.5,0,N.A.
Jharkhand,Dhanbad,2010,7,0,0,4.6,28.1,152.8,171.2,171.5,253.4,49.1,3.7,38.5,879.9
Jharkhand,East Singbhum,2004,0,15.5,11.5,61.1,64.8,191.8,249.2,516.8,161,75.2,0,0,1346.9
Jharkhand,East Singbhum,2005,25.5,24.8,21.1,7.2,68.9,156.6,246.8,163.4,152.8,137.3,0,67.3,1071.7
Jharkhand,East Singbhum,2006,0.3,0,2.3,42.5,193.5,351.8,706.3,331.2,377.5,29.6,17.4,N.A.,N.A.
Jharkhand,East Singbhum,2007,0,64.8,N.A.,40.9,10.8,146.5,646.4,498.5,374.4,27.2,32.3,0,N.A.
Jharkhand,East Singbhum,2008,30.8,7.5,8.6,46.4,85.4,655.1,275.6,313.2,200.3,5.4,0,0,1628.3
Jharkhand,East Singbhum,2009,2.9,0,11,0.4,130.8,66.8,396,228.1,268,153.5,22.3,6.3,1286.1
Jharkhand,East Singbhum,2010,0.5,6.2,5.8,10.4,74.1,51.7,99.6,133.1,137.2,48.3,10.6,38.6,616.1
Jharkhand,Giridih,2004,0,0,0,0,0,199.1,179.6,224.1,275.9,148.9,0,N.A.,N.A.
Jharkhand,Giridih,2005,N.A.,0,0,10.2,38.6,79.2,313.6,110.7,115.5,41.8,0,0,N.A.
Jharkhand,Giridih,2006,0,0,0,20.4,119.8,292.1,291.2,234,404.5,40.1,0,0,1402.1
Jharkhand,Giridih,2007,0,83.8,N.A.,11,48,132.6,588.8,326.5,350.9,59.5,N.A.,N.A.,N.A.
Jharkhand,Giridih,2008,0,0,N.A.,6.2,0,223.8,508.5,262.6,189.7,23.7,N.A.,N.A.,N.A.
Jharkhand,Giridih,2009,N.A.,N.A.,N.A.,N.A.,N.A.,77.7,157.6,386.3,309.9,83.4,11.7,0,N.A.
Jharkhand,Giridih,2010,1.1,N.A.,8.6,10,85.6,102.7,212.2,260.2,220.8,55.8,4.4,32,N.A.
Jharkhand,Godda,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Godda,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Godda,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,492,N.A.,3,0,N.A.
Jharkhand,Godda,2007,N.A.,27,17,0,N.A.,211,593.1,200,N.A.,N.A.,0,N.A.,N.A.
Jharkhand,Godda,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Godda,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,69,175,35.9,73.5,0,0,N.A.
Jharkhand,Godda,2010,0,N.A.,N.A.,N.A.,N.A.,33.1,212.9,176.9,130.5,13.5,N.A.,N.A.,N.A.
Jharkhand,Gumla,2004,N.A.,N.A.,N.A.,N.A.,N.A.,73.6,376.9,348.3,0,N.A.,N.A.,N.A.,N.A.
Jharkhand,Gumla,2005,N.A.,N.A.,N.A.,N.A.,N.A.,164,134.7,305.7,198.3,14.9,N.A.,N.A.,N.A.
Jharkhand,Gumla,2006,0,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Gumla,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Gumla,2008,N.A.,N.A.,74.2,N.A.,N.A.,N.A.,533,278.2,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Gumla,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,166,109.7,44.4,18.7,N.A.,N.A.,N.A.
Jharkhand,Gumla,2010,N.A.,N.A.,N.A.,N.A.,N.A.,92.1,234.2,211.2,245.4,147.6,0,N.A.,N.A.
Jharkhand,Hazaribagh,2004,17.7,0,0.6,63.6,24.7,239.8,251.1,263.2,381.1,85.5,0,0.9,1328.2
Jharkhand,Hazaribagh,2005,N.A.,10.8,0,0.9,0,22.2,216.4,281.4,156.3,0,N.A.,N.A.,N.A.
Jharkhand,Hazaribagh,2006,N.A.,N.A.,N.A.,N.A.,N.A.,65.8,278.7,211.3,421.5,3.1,N.A.,0,N.A.
Jharkhand,Hazaribagh,2007,N.A.,N.A.,6.4,4.9,57.3,32.3,505,301.9,274.3,57.7,N.A.,N.A.,N.A.
Jharkhand,Hazaribagh,2008,N.A.,0,0,23.6,13.8,212.4,526,497.4,262.7,21.4,10.8,0,N.A.
Jharkhand,Hazaribagh,2009,30.4,0,0,0,0,84.2,241.7,293.9,345.4,34.6,10.7,0,1040.9
Jharkhand,Hazaribagh,2010,2.3,0,3,0,54,140.2,105.4,232.2,98.3,43.4,7.8,48.4,735
Jharkhand,Koderma,2004,0,N.A.,0,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Koderma,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Koderma,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,454,15,N.A.,N.A.,N.A.
Jharkhand,Koderma,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Koderma,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,9.6,N.A.,N.A.,N.A.
Jharkhand,Koderma,2009,N.A.,N.A.,N.A.,N.A.,N.A.,100.2,210.6,101.2,36.7,N.A.,N.A.,N.A.,N.A.
Jharkhand,Koderma,2010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,93,136.8,96.4,7.4,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,586.2,526.5,227.7,2.4,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2007,N.A.,88.8,N.A.,N.A.,N.A.,159.6,323.3,388.4,273.3,5.2,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,442.5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,111.9,167.4,295.6,86.6,N.A.,N.A.,N.A.
Jharkhand,Lohardaga,2010,N.A.,N.A.,N.A.,N.A.,N.A.,104.7,147.9,228.5,116.6,52.4,N.A.,54.4,N.A.
Jharkhand,Pakur,2004,0,0,N.A.,55,17.6,483,240,21.6,176.2,117.8,0,0,N.A.
Jharkhand,Pakur,2005,52.4,0,100,11.4,57.3,137.3,644.4,N.A.,N.A.,N.A.,0,N.A.,N.A.
Jharkhand,Pakur,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Pakur,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Pakur,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Pakur,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,233.6,0,348.1,195,N.A.,N.A.,N.A.
Jharkhand,Pakur,2010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,331,291,246,80,0,N.A.,N.A.
Jharkhand,Palamau,2004,8,1.2,0,18.1,0.2,96.1,144.9,280.9,138.3,68.9,N.A.,0.3,N.A.
Jharkhand,Palamau,2005,15.3,51.3,21.2,6,2.5,132,170.4,291.8,91.6,4.9,0,3.7,790.7
Jharkhand,Palamau,2006,0,0,40.2,9.9,75.6,185.2,397.5,253.9,168.5,9,1.4,N.A.,N.A.
Jharkhand,Palamau,2007,0,125.9,15.3,3.1,24.4,112.4,272,340.5,259.9,2.5,0,0,1156
Jharkhand,Palamau,2008,2,8.1,21.3,12.2,19.1,346.6,239.6,306.2,47.1,4.8,0.3,0,1007.3
Jharkhand,Palamau,2009,6.3,0,3,0.3,14.2,54.1,279.5,137.9,231.4,81,12.9,4.2,824.8
Jharkhand,Palamau,2010,0,2.6,0,0,19.2,50.5,158.3,141.5,148.7,22.9,5.4,25.9,575
Jharkhand,Ranchi,2004,13.4,7.8,0,67.7,28.3,220.5,184.5,385.8,230.7,101.2,0.1,5.4,1245.4
Jharkhand,Ranchi,2005,23,64.3,13.8,2,3.9,174.7,330.6,172,148.5,32.1,6.6,3,974.5
Jharkhand,Ranchi,2006,0,0,44.4,0.6,127.3,242.8,428.1,340.9,338.9,24.6,8.3,0,1555.9
Jharkhand,Ranchi,2007,0,62.8,33.4,35.2,49,142.2,480.4,326.5,320.8,18.9,1.4,0,1470.6
Jharkhand,Ranchi,2008,12.3,12.9,25,14.5,53.5,407.3,472.6,271.6,184.3,19.8,1.2,0,1475
Jharkhand,Ranchi,2009,10.2,0,35.6,3.4,150.3,128.5,277.2,324.2,320.4,63.6,24.9,5,1343.3
Jharkhand,Ranchi,2010,0,0,0,8.5,28.7,55.9,152.2,152,221.7,69.8,8.7,37.1,734.6
Jharkhand,Sahebganj,2004,13,N.A.,2.7,0,138,342.4,455.4,152,3,N.A.,N.A.,N.A.,N.A.
Jharkhand,Sahebganj,2005,0,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Sahebganj,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,783.5,N.A.,N.A.,N.A.,N.A.
Jharkhand,Sahebganj,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,148.7,N.A.,0,N.A.
Jharkhand,Sahebganj,2008,N.A.,N.A.,N.A.,N.A.,N.A.,712.6,572.5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Sahebganj,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jharkhand,Sahebganj,2010,N.A.,11.1,N.A.,N.A.,N.A.,N.A.,172.7,116.8,393.8,78,N.A.,N.A.,N.A.
Jharkhand,Santhal Parganas,2004,3,0,0.9,71.2,107.2,416.8,236.6,277.7,440,399.2,N.A.,N.A.,N.A.
Jharkhand,Santhal Parganas,2005,N.A.,N.A.,N.A.,N.A.,0,160.3,290.9,107.8,141.6,11.4,N.A.,0,N.A.
Jharkhand,Santhal Parganas,2006,N.A.,N.A.,N.A.,N.A.,N.A.,48.6,670.8,190.8,699.6,5.6,N.A.,N.A.,N.A.
Jharkhand,Santhal Parganas,2007,N.A.,N.A.,7.3,23,50,154.9,597.2,308.1,374.1,55.8,0,N.A.,N.A.
Jharkhand,Santhal Parganas,2008,33.6,0,N.A.,N.A.,N.A.,85.9,416.8,256.1,205.1,28.4,N.A.,N.A.,N.A.
Jharkhand,Santhal Parganas,2009,N.A.,N.A.,N.A.,N.A.,N.A.,54.1,220.2,277.1,300,71.9,4,0,N.A.
Jharkhand,Santhal Parganas,2010,0.2,N.A.,N.A.,N.A.,N.A.,134.1,303.6,201.3,186.2,84.4,N.A.,4,N.A.
Jharkhand,West Singbhum,2004,0,0,5.7,155.2,27.5,145.9,137.4,189.9,52.1,72,0,0,N.A.
Jharkhand,West Singbhum,2005,24,0,19.5,0,N.A.,41.1,N.A.,N.A.,N.A.,101,0,18,N.A.
Jharkhand,West Singbhum,2006,0,0,31.8,14,0,N.A.,N.A.,325.8,33.3,0,0,0,N.A.
Jharkhand,West Singbhum,2007,0,35,N.A.,8,68,113,N.A.,306.4,306.8,3.4,2,0,N.A.
Jharkhand,West Singbhum,2008,0,1.3,1.2,15.2,31.4,44.4,148,130,159.7,0,0,0,531.2
Jharkhand,West Singbhum,2009,0,0,0,0,N.A.,148.8,121.2,545.8,285.4,382.7,0,0,N.A.
Jharkhand,West Singbhum,2010,0,2.2,3,36.4,0,56.3,100,180,172.6,55.6,0,42,648.1
Karnataka,Bagalkote,2004,1.8,0,0,11.6,103.9,123.9,75.2,32.8,142.9,57.4,0.6,0,550.1
Karnataka,Bagalkote,2005,0.8,0.2,2.5,44.7,49.7,68.1,117.6,71.1,76.9,124.3,0.1,0,556
Karnataka,Bagalkote,2006,0,0,9.1,9.5,85.9,98.1,29.7,22.4,122.3,37.5,13.9,0,428.4
Karnataka,Bagalkote,2007,0,0,0.2,3,52.9,195.4,43.5,108.7,267.3,38.6,4.2,0.1,713.9
Karnataka,Bagalkote,2008,0,16.7,94.2,10.3,37.5,46.5,28.3,60.2,135.4,60.3,27.2,0.3,516.9
Karnataka,Bagalkote,2009,0,0,2.9,14.8,66.3,119,41.7,107.3,195.6,220.1,28.8,31.2,827.7
Karnataka,Bagalkote,2010,13.4,0.1,0,10.6,57.4,109.7,89.6,149.3,64.2,58.3,83.2,0.4,636.2
Karnataka,Bangalore Rural,2004,5.1,12.9,16.7,65.7,234.3,52.5,205.4,62.1,203.3,210.2,17.5,0,1085.7
Karnataka,Bangalore Rural,2005,0.7,3.1,9.4,91.9,122.9,219.1,129.1,163.5,161,324.5,97.4,8.9,1331.5
Karnataka,Bangalore Rural,2006,0,0,62.7,11,72.5,96.6,37.2,31.1,45.6,75.6,79.7,1.7,513.7
Karnataka,Bangalore Rural,2007,0,1.3,0,46.3,76.6,57.1,100.8,133.6,166,184.2,18.6,20.3,804.8
Karnataka,Bangalore Rural,2008,0,2.1,100.9,15.2,100.7,11.8,149.1,223,103.9,150.4,25.2,2.3,884.6
Karnataka,Bangalore Rural,2009,0,0,17.3,11.7,92.4,96.3,30,101.5,258.1,23.2,31.3,20,681.8
Karnataka,Bangalore Rural,2010,0,0,18.5,42.4,114,141.4,145.6,148.4,108.9,86.1,149.1,11.2,965.6
Karnataka,Bangalore Urban,2004,5.4,1.2,5.5,47.5,205.3,75.7,210.4,65.2,186.9,197.3,25.7,0,1026.1
Karnataka,Bangalore Urban,2005,1.6,4.4,13.4,75.1,115.7,127.9,136.4,194,173.5,446,56.5,6.3,1350.8
Karnataka,Bangalore Urban,2006,0.3,0,62.7,25.2,133.9,190.5,53.6,44.2,31.5,48.9,48,0.3,639.1
Karnataka,Bangalore Urban,2007,0,0.2,0,104.9,79.5,57.2,154,146.5,223.7,163,21.1,34.5,984.6
Karnataka,Bangalore Urban,2008,0.1,9.9,115.4,30.4,87.1,59.2,182.5,247.4,105.6,210.9,47.6,0.3,1096.4
Karnataka,Bangalore Urban,2009,0.1,0,15.2,63.9,123.8,125.4,30.2,162.2,335.3,35.2,66.8,17.5,975.6
Karnataka,Bangalore Urban,2010,5.4,0,17.4,97.5,123.9,67.3,112.3,121.1,149.9,95.8,166.8,2.7,960.1
Karnataka,Belgam,2004,0.2,0.2,0.1,29.3,89.7,203.5,81.8,194.1,138.1,68,6.7,0,811.7
Karnataka,Belgam,2005,0.4,0.2,0,59.7,41.8,217.4,334.2,190.3,225.2,120.1,5.2,0.3,1194.8
Karnataka,Belgam,2006,0,0,9.5,5.4,108.3,189.1,282.2,210.7,130.9,38.9,41,0,1016
Karnataka,Belgam,2007,0,0,0.1,21.7,23.7,275.9,220.2,189.6,165.7,26.1,21.9,0,944.9
Karnataka,Belgam,2008,0,2.6,102.2,26.1,11,127,79.1,187.2,178.6,56.2,31.3,0,801.3
Karnataka,Belgam,2009,0,0,7.8,12.6,85.3,113.7,391.3,185.1,220.9,199.5,63.5,1.6,1281.3
Karnataka,Belgam,2010,8.9,0.7,0.4,23.6,17.4,185.5,240.7,165.3,150.9,115.4,97.8,0.8,1007.4
Karnataka,Bellary,2004,0,0,5.2,41.1,67.3,88.1,92.6,44.1,155.8,56.8,2.5,0,553.5
Karnataka,Bellary,2005,8,3.4,11,52.5,54.6,59.5,158.1,113.5,98.7,124.6,7.4,0.1,691.4
Karnataka,Bellary,2006,0,0,26.2,14.4,95.6,87.1,47,28.1,130.6,38.1,61.2,0,528.3
Karnataka,Bellary,2007,0,0,2.1,3.2,51.9,143.1,71.3,65.1,225.4,82,6.1,0.2,650.4
Karnataka,Bellary,2008,0,10.7,100,2.6,36.6,33.6,31.6,100.4,139.7,57.4,29.6,0,542.2
Karnataka,Bellary,2009,0,0,6.3,6.7,69.4,76.9,34.9,108.8,266.2,265.2,68,12.1,914.5
Karnataka,Bellary,2010,19.2,2.7,0,25.9,88.9,58.7,76.3,298.8,64.8,98.6,127.4,0.5,861.8
Karnataka,Bidar,2004,9.4,12.3,7.9,43.5,95.6,47,234.8,65.2,131.1,96.8,1.2,0,744.8
Karnataka,Bidar,2005,28.8,1.2,26.1,64,11.7,58.1,326.7,120.2,221,131.4,0.3,2,991.5
Karnataka,Bidar,2006,0,0,69.1,27.3,63,146.6,117.1,186.2,219.7,45.7,3.6,0,878.3
Karnataka,Bidar,2007,0,0,0,0.6,25.7,252.7,76.8,161.9,264,0.5,15.9,0,798.1
Karnataka,Bidar,2008,0,24,83.6,16.7,2,116.3,127,263.2,264.9,73.7,0.7,2.1,974.2
Karnataka,Bidar,2009,0,0,4.9,4.5,10.2,81.5,55.4,193.3,161.9,103.7,23.5,8.3,647.2
Karnataka,Bidar,2010,1.8,14.8,0,21.9,16.3,91.5,407.2,339.1,150.9,71.4,51.8,0,1166.7
Karnataka,Bijapur,2004,1.7,0,0,13.3,96.5,57.2,119.4,29.7,155,58.5,0.7,0,532
Karnataka,Bijapur,2005,3.1,0.2,5.7,68.5,44,53.7,141.3,87.5,132.1,100.5,0.6,0,637.2
Karnataka,Bijapur,2006,0,0,10.1,9.4,101.9,115.5,24.1,21.9,183,66.5,31.3,0,563.7
Karnataka,Bijapur,2007,0,0,0,1.6,18.9,223.7,45,116.1,188.3,28.4,4,0,626
Karnataka,Bijapur,2008,0,10,93.4,13.8,23.6,22.8,34.1,92.5,167,74.4,19,0.2,550.8
Karnataka,Bijapur,2009,0,0,6.7,5,59.9,92.1,20.1,178.1,301.4,253.8,33.5,14.7,965.3
Karnataka,Bijapur,2010,8.5,0.6,0.2,11.3,39.4,95.1,91,170.9,85.4,83,44.1,3.4,632.9
Karnataka,Chamarajanagar,2004,0.4,0,13.1,142.3,195.3,64,90.2,41,172.8,170.8,67.7,0,957.6
Karnataka,Chamarajanagar,2005,8.8,0,10.6,137.1,117.8,87,112.6,111.6,90.9,340.6,144.7,36.5,1198.2
Karnataka,Chamarajanagar,2006,0,0,36.3,50.4,114.1,47,15.3,33.6,99.6,49.8,111.1,0.3,557.5
Karnataka,Chamarajanagar,2007,0,3.1,5.6,23.3,93.2,78.8,104.1,136.4,88.1,175.1,57.2,73.9,838.8
Karnataka,Chamarajanagar,2008,0.6,20.7,74,67.2,81.2,55.2,82.2,168,49.7,237.6,44.3,1,881.7
Karnataka,Chamarajanagar,2009,0,0,10.6,52.9,100.8,37.1,78.9,106.7,109.1,38.6,106.4,49.6,690.7
Karnataka,Chamarajanagar,2010,0.7,3.9,10.1,77.5,100.2,66.8,75.9,95.4,88,139.7,225.3,17,900.5
Karnataka,Chikmagalur,2004,0,0,8.5,63.8,227.9,470.3,307.8,502.4,105,73.9,37.7,0,1797.3
Karnataka,Chikmagalur,2005,9.9,5.3,2.8,144,84.9,299.5,827.7,522.9,206.9,241.3,25.7,1.2,2372.1
Karnataka,Chikmagalur,2006,1.6,0,38,23.1,189.9,389.9,695.9,516.7,233.6,57.5,134.6,1.4,2282.2
Karnataka,Chikmagalur,2007,0,0.2,1.4,30.8,86.7,525.3,734.9,623.5,400,214.5,15.2,6.1,2638.6
Karnataka,Chikmagalur,2008,0,40.7,195.1,31.8,49.2,402.5,480.8,629.3,230.2,103.3,17.3,2.2,2182.4
Karnataka,Chikmagalur,2009,0,0,85.5,31,104.5,170.4,992.1,208.9,339.8,173,93.4,59.1,2257.7
Karnataka,Chikmagalur,2010,10.5,0,19.6,110.2,114.9,278.3,552.1,473,334.7,201.1,221.2,4.2,2319.8
Karnataka,Chitradurga,2004,1.9,0,4.6,55,151.6,50.7,89.7,55.4,106.5,57.8,7.1,0,580.3
Karnataka,Chitradurga,2005,7.2,2.4,0,77.8,56,41.2,202,133.3,113.1,171.5,35.2,0.6,840.3
